time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
6.52,-3.7387,2.3691,-1.2904,4.61
6.54,-4.1538,1.9462,0.6107,4.628
6.56,-2.613,0.5069,2.1341,3.412
6.58,-0.2778,-1.068,1.8323,2.139
6.6,1.3267,-2.0324,0.3354,2.45
6.62,2.6846,-2.5546,-1.2562,3.913
6.64,3.3654,-1.6135,-1.2087,3.923
6.66,2.5544,0.0717,-0.4176,2.589
6.68,0.5502,1.3509,0.1504,1.466
6.7,-0.7345,1.1659,0.5982,1.502
6.72,-1.7163,-0.0137,0.4387,1.772
6.74,-1.897,-0.7261,0.6378,2.129
6.76,-1.4082,-0.601,1.1254,1.9
6.78,-1.1746,-0.4479,0.9875,1.599
6.8,-1.0581,-0.3984,0.6703,1.314
6.82,-0.8265,-0.3077,0.6011,1.067
6.84,-0.5922,-0.1523,0.7365,0.957
6.86,-0.571,0.0623,0.7021,0.907
6.88,-0.631,-0.0039,0.6618,0.914
6.9,-0.7845,-0.24,0.6753,1.063
6.92,-0.7292,-0.4176,0.5569,1.008
6.94,-0.3091,-0.3791,0.2438,0.547
6.96,-0.121,0.067,0.0279,0.141
6.98,-0.1353,0.3372,0.1838,0.407
7.0,-0.1171,0.4084,0.4415,0.613
7.02,-0.3072,0.2332,0.3945,0.552
7.04,-0.685,0.0261,0.3712,0.78
7.06,-0.6701,-0.2732,0.437,0.845
7.08,-0.1403,-0.1337,1.0039,1.022
7.1,0.4115,-0.2297,1.3132,1.395
7.12,1.0517,-0.8875,0.6381,1.517
7.14,1.4892,-1.4773,-0.006,2.098
7.16,1.3148,-0.8872,-0.2482,1.605
7.18,1.2167,0.5926,0.0531,1.354
7.2,1.1662,1.711,0.4041,2.11
7.22,0.6459,1.5606,-0.3716,1.729
7.24,1.1248,0.5953,-1.6879,2.114
7.26,2.6869,1.0294,-2.9303,4.107
7.28,3.3749,0.1569,-7.5785,8.297
7.3,3.1225,-0.2587,-4.2986,5.319
7.32,1.4529,-0.7334,-2.0738,2.636
7.34,-1.4158,-1.9416,0.6692,2.494
7.36,-3.8925,-3.2332,1.624,5.314
7.38,-3.856,-1.7202,1.0565,4.352
7.4,-1.6997,1.2549,1.1261,2.394
7.42,0.6812,4.0224,-0.3322,4.093
7.44,1.1038,4.5658,-0.9271,4.788
7.46,1.0212,2.6164,-0.7539,2.908
7.48,0.6289,0.7288,-0.1468,0.974
7.5,-0.003,-0.5696,0.5372,0.783
7.52,-0.8598,-1.2028,0.4272,1.539
7.54,-0.2806,-1.1892,0.5408,1.336
7.56,-0.1336,-0.5521,0.6688,0.878
7.58,-0.111,-0.0563,0.3557,0.377
7.6,0.1809,0.0865,0.2914,0.354
7.62,-0.0039,0.2542,0.6033,0.655
7.64,-0.1233,0.0749,0.9972,1.008
7.66,-0.5169,-0.0802,0.9772,1.108
7.68,-1.0248,-0.0157,0.8258,1.316
7.7,-1.0921,0.0357,0.9058,1.419
7.72,-0.5423,0.1076,0.6779,0.875
7.74,0.231,0.3761,0.5551,0.709
7.76,0.5639,0.7289,0.3999,1.005
7.78,0.2764,0.8522,0.4354,0.996
7.8,-0.292,0.3214,0.5921,0.734
7.82,-0.4294,-0.0965,0.632,0.77
7.84,-0.273,-0.2791,0.3341,0.514
7.86,-0.0258,-0.1588,0.0896,0.184
7.88,0.1455,0.0513,-0.0454,0.161
